Sequence Name,Name,Minimum,Maximum,Length,Repeat Unit
Pf3D7_14_v3,Mononucleotide Repeat,2595541,2595551,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2595561,2595570,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2596000,2596017,18,A
Pf3D7_14_v3,Mononucleotide Repeat,2596169,2596178,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2596190,2596199,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2596324,2596334,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2596540,2596548,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2597062,2597070,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2598151,2598163,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2598541,2598562,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2598668,2598692,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2599224,2599232,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2599622,2599630,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2599740,2599759,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2600007,2600020,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2600482,2600490,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2600584,2600592,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2600620,2600640,21,A
Pf3D7_14_v3,Mononucleotide Repeat,2600723,2600732,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2600952,2600961,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2601096,2601107,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2601258,2601268,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2601355,2601370,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2601397,2601406,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2601449,2601457,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2601896,2601905,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2603016,2603026,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2604419,2604435,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2604658,2604695,38,A
Pf3D7_14_v3,Mononucleotide Repeat,2604722,2604739,18,A
Pf3D7_14_v3,Mononucleotide Repeat,2604912,2604935,24,A
Pf3D7_14_v3,Mononucleotide Repeat,2605381,2605403,23,A
Pf3D7_14_v3,Mononucleotide Repeat,2605610,2605627,18,A
Pf3D7_14_v3,Mononucleotide Repeat,2605707,2605715,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2605910,2605918,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2606077,2606098,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2606305,2606324,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2606640,2606658,19,A
Pf3D7_14_v3,Mononucleotide Repeat,2606734,2606743,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2606745,2606756,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2606827,2606836,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2606890,2606904,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2607209,2607223,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2607694,2607702,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2608049,2608062,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2608948,2608957,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2610152,2610160,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2612269,2612279,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2613858,2613870,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2614157,2614165,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2614789,2614797,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2615128,2615137,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2615201,2615212,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2615439,2615450,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2615938,2615947,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2616300,2616308,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2617145,2617154,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2617360,2617370,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2617441,2617451,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2617880,2617892,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2618052,2618060,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2618360,2618375,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2618449,2618464,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2618493,2618513,21,A
Pf3D7_14_v3,Mononucleotide Repeat,2618724,2618746,23,A
Pf3D7_14_v3,Mononucleotide Repeat,2618761,2618770,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2618882,2618894,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2619159,2619178,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2620264,2620273,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2620339,2620347,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2621530,2621539,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2623685,2623693,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2624382,2624391,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2624628,2624644,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2624854,2624863,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2625014,2625023,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2625141,2625161,21,A
Pf3D7_14_v3,Mononucleotide Repeat,2625272,2625290,19,A
Pf3D7_14_v3,Mononucleotide Repeat,2626620,2626639,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2627108,2627118,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2627149,2627165,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2627227,2627251,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2627257,2627268,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2627450,2627465,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2627579,2627590,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2627972,2627988,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2628242,2628273,32,A
Pf3D7_14_v3,Mononucleotide Repeat,2628348,2628358,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2628469,2628483,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2628976,2628995,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2629218,2629227,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2629483,2629496,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2629866,2629882,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2629925,2629944,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2630009,2630030,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2630046,2630055,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2630340,2630351,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2630375,2630386,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2632793,2632808,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2633563,2633571,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2633625,2633634,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2633667,2633677,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2633812,2633823,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2633827,2633836,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2633999,2634007,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2634129,2634140,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2634164,2634173,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2634970,2634997,28,A
Pf3D7_14_v3,Mononucleotide Repeat,2635130,2635138,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2635224,2635244,21,A
Pf3D7_14_v3,Mononucleotide Repeat,2635363,2635375,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2635808,2635832,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2636987,2637013,27,A
Pf3D7_14_v3,Mononucleotide Repeat,2637231,2637248,18,A
Pf3D7_14_v3,Mononucleotide Repeat,2637425,2637442,18,A
Pf3D7_14_v3,Mononucleotide Repeat,2637459,2637468,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2640205,2640214,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2640514,2640529,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2640624,2640650,27,A
Pf3D7_14_v3,Mononucleotide Repeat,2640923,2640931,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2642157,2642168,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2642174,2642183,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2642242,2642259,18,A
Pf3D7_14_v3,Mononucleotide Repeat,2642303,2642316,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2642744,2642752,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2642979,2643004,26,A
Pf3D7_14_v3,Mononucleotide Repeat,2643746,2643756,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2645019,2645049,31,A
Pf3D7_14_v3,Mononucleotide Repeat,2645606,2645618,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2645846,2645856,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2645940,2645959,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2646336,2646362,27,A
Pf3D7_14_v3,Mononucleotide Repeat,2646531,2646545,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2646853,2646861,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2646900,2646913,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2647080,2647091,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2647587,2647611,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2647848,2647860,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2648134,2648145,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2648265,2648278,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2648301,2648323,23,A
Pf3D7_14_v3,Mononucleotide Repeat,2648351,2648365,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2648395,2648405,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2648801,2648819,19,A
Pf3D7_14_v3,Mononucleotide Repeat,2648892,2648901,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2649295,2649308,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2649801,2649809,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2649811,2649827,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2650786,2650795,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2651094,2651102,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2652251,2652259,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2652985,2652998,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2653190,2653199,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2653671,2653679,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2655164,2655172,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2655286,2655297,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2655402,2655436,35,A
Pf3D7_14_v3,Mononucleotide Repeat,2656147,2656159,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2657199,2657208,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2657216,2657229,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2657358,2657366,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2657381,2657395,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2658553,2658582,30,A
Pf3D7_14_v3,Mononucleotide Repeat,2659278,2659288,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2659402,2659420,19,A
Pf3D7_14_v3,Mononucleotide Repeat,2659997,2660005,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2660111,2660140,30,A
Pf3D7_14_v3,Mononucleotide Repeat,2660551,2660559,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2660740,2660748,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2660953,2660985,33,A
Pf3D7_14_v3,Mononucleotide Repeat,2661008,2661016,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2661342,2661351,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2661439,2661447,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2661519,2661546,28,A
Pf3D7_14_v3,Mononucleotide Repeat,2661594,2661613,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2661873,2661885,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2661984,2662004,21,A
Pf3D7_14_v3,Mononucleotide Repeat,2662759,2662769,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2663119,2663135,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2663286,2663295,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2663928,2663937,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2663998,2664019,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2669169,2669178,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2669586,2669595,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2672807,2672816,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2676307,2676315,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2678619,2678627,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2679833,2679843,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2679880,2679891,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2682943,2682958,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2683415,2683425,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2683834,2683846,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2683864,2683881,18,A
Pf3D7_14_v3,Mononucleotide Repeat,2684176,2684184,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2684363,2684371,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2684648,2684666,19,A
Pf3D7_14_v3,Mononucleotide Repeat,2685546,2685554,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2685650,2685676,27,A
Pf3D7_14_v3,Mononucleotide Repeat,2685807,2685815,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2685965,2685973,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2686384,2686395,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2686510,2686519,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2687442,2687464,23,A
Pf3D7_14_v3,Mononucleotide Repeat,2687497,2687509,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2687680,2687699,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2688159,2688179,21,A
Pf3D7_14_v3,Mononucleotide Repeat,2688331,2688341,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2688376,2688390,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2688577,2688586,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2688736,2688746,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2688994,2689002,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2689143,2689165,23,A
Pf3D7_14_v3,Mononucleotide Repeat,2689185,2689206,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2689483,2689507,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2689606,2689619,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2690279,2690288,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2690479,2690494,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2693212,2693220,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2693455,2693465,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2693740,2693749,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2693757,2693765,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2693767,2693779,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2693949,2693971,23,A
Pf3D7_14_v3,Mononucleotide Repeat,2694020,2694028,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2694301,2694319,19,A
Pf3D7_14_v3,Mononucleotide Repeat,2694485,2694504,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2694509,2694519,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2694555,2694563,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2694577,2694598,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2704167,2704192,26,A
Pf3D7_14_v3,Mononucleotide Repeat,2704785,2704797,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2705589,2705619,31,A
Pf3D7_14_v3,Mononucleotide Repeat,2705673,2705681,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2705685,2705693,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2705700,2705708,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2706076,2706085,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2706448,2706458,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2706466,2706478,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2706480,2706493,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2706926,2706941,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2706998,2707006,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2707186,2707202,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2707375,2707393,19,A
Pf3D7_14_v3,Mononucleotide Repeat,2707705,2707714,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2707748,2707756,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2707909,2707924,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2708166,2708175,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2708382,2708390,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2708503,2708511,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2708662,2708686,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2709015,2709045,31,A
Pf3D7_14_v3,Mononucleotide Repeat,2709155,2709164,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2709333,2709342,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2713304,2713319,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2713363,2713376,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2713915,2713924,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2714120,2714133,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2714236,2714244,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2714247,2714271,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2714346,2714357,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2714418,2714434,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2714601,2714627,27,A
Pf3D7_14_v3,Mononucleotide Repeat,2715080,2715089,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2717315,2717329,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2717374,2717382,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2717522,2717533,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2717708,2717719,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2717721,2717731,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2717902,2717920,19,A
Pf3D7_14_v3,Mononucleotide Repeat,2718546,2718561,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2719666,2719678,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2719891,2719912,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2720230,2720239,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2720336,2720362,27,A
Pf3D7_14_v3,Mononucleotide Repeat,2720453,2720466,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2720542,2720558,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2721738,2721752,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2721757,2721778,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2721984,2722003,20,A
Pf3D7_14_v3,Mononucleotide Repeat,2722171,2722195,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2722288,2722312,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2722405,2722427,23,A
Pf3D7_14_v3,Mononucleotide Repeat,2722929,2722938,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2722971,2722982,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2723120,2723128,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2723316,2723341,26,A
Pf3D7_14_v3,Mononucleotide Repeat,2723499,2723507,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2723617,2723628,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2724191,2724200,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2724341,2724351,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2724463,2724480,18,A
Pf3D7_14_v3,Mononucleotide Repeat,2724851,2724864,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2725167,2725181,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2725561,2725577,17,A
Pf3D7_14_v3,Mononucleotide Repeat,2726385,2726395,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2726404,2726412,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2726472,2726484,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2726692,2726721,30,A
Pf3D7_14_v3,Mononucleotide Repeat,2727139,2727147,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2727665,2727678,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2727695,2727703,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2727715,2727723,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2728091,2728114,24,A
Pf3D7_14_v3,Mononucleotide Repeat,2728347,2728368,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2729434,2729442,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2730315,2730330,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2730909,2730917,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2730945,2730968,24,A
Pf3D7_14_v3,Mononucleotide Repeat,2731094,2731104,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2731434,2731442,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2731494,2731504,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2731514,2731525,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2731531,2731541,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2731549,2731563,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2731586,2731595,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2731644,2731652,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2731749,2731761,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2731868,2731892,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2731957,2731984,28,A
Pf3D7_14_v3,Mononucleotide Repeat,2734857,2734865,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2735025,2735033,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2735067,2735077,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2735099,2735108,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2735385,2735394,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2735508,2735518,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2735628,2735636,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2735727,2735735,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2735742,2735755,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2735902,2735911,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2735925,2735935,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2736403,2736412,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2736448,2736471,24,A
Pf3D7_14_v3,Mononucleotide Repeat,2736684,2736692,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2737239,2737261,23,A
Pf3D7_14_v3,Mononucleotide Repeat,2741470,2741480,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2741557,2741566,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2741583,2741595,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2741609,2741619,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2741790,2741812,23,A
Pf3D7_14_v3,Mononucleotide Repeat,2742048,2742071,24,A
Pf3D7_14_v3,Mononucleotide Repeat,2742156,2742168,13,A
Pf3D7_14_v3,Mononucleotide Repeat,2742216,2742240,25,A
Pf3D7_14_v3,Mononucleotide Repeat,2743399,2743420,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2743628,2743638,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2743643,2743651,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2743911,2743932,22,A
Pf3D7_14_v3,Mononucleotide Repeat,2744274,2744283,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2744641,2744649,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2745393,2745406,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2745618,2745628,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2745764,2745781,18,A
Pf3D7_14_v3,Mononucleotide Repeat,2746278,2746286,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2747142,2747150,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2747641,2747652,12,A
Pf3D7_14_v3,Mononucleotide Repeat,2748061,2748070,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2748228,2748238,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2748247,2748257,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2750140,2750167,28,A
Pf3D7_14_v3,Mononucleotide Repeat,2750917,2750930,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2752428,2752436,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2752513,2752530,18,A
Pf3D7_14_v3,Mononucleotide Repeat,2752780,2752793,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2753536,2753544,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2754271,2754281,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2754300,2754308,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2754779,2754789,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2754798,2754812,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2755802,2755811,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2756036,2756046,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2756442,2756457,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2756721,2756729,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2757007,2757029,23,A
Pf3D7_14_v3,Mononucleotide Repeat,2757372,2757386,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2757589,2757602,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2757605,2757620,16,A
Pf3D7_14_v3,Mononucleotide Repeat,2757623,2757636,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2757638,2757651,14,A
Pf3D7_14_v3,Mononucleotide Repeat,2757653,2757661,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2759636,2759659,24,A
Pf3D7_14_v3,Mononucleotide Repeat,2760754,2760763,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2762480,2762488,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2762801,2762811,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2762908,2762916,9,A
Pf3D7_14_v3,Mononucleotide Repeat,2764168,2764197,30,A
Pf3D7_14_v3,Mononucleotide Repeat,2764766,2764775,10,A
Pf3D7_14_v3,Mononucleotide Repeat,2764838,2764848,11,A
Pf3D7_14_v3,Mononucleotide Repeat,2765257,2765271,15,A
Pf3D7_14_v3,Mononucleotide Repeat,2765351,2765360,10,A
